10000 778156 778156 778156
20000 1656241 1656241 1656241
30000 2566241 2566241 2566241
40000 3512406 3512406 3512406
50000 4472406 4472406 4472406
60000 5432406 5432406 5432406
70000 6414731 6414731 6414731
80000 7424731 7424731 7424731
90000 8434731 8434731 8434731
100000 9444731 9444731 9444731
