10000 10001 2 4981
20000 20001 2 10154
30000 30001 2 15235
40000 40001 2 19567
50000 50001 2 25710
60000 60001 2 31302
70000 70001 2 33631
80000 80001 2 39356
90000 90001 2 47056
100000 100001 2 46532
