1000 40 4098 7470
2000 80 15053 29475
3000 120 33688 67768
4000 160 59324 118818
5000 200 95348 188458
6000 240 138103 272304
7000 280 184881 366028
8000 320 237519 481743
9000 360 300083 613165
10000 400 377655 753113
