10000 10001 2 5302
20000 20001 2 10026
30000 30001 2 16803
40000 40001 2 21952
50000 50001 2 22316
60000 60001 2 27789
70000 70001 2 37014
80000 80001 2 42135
90000 90001 2 43773
100000 100001 2 49020
