20000 5 9905 5443
30000 5 19905 9813
40000 5 29905 14473
50000 5 39905 21538
60000 5 49905 25941
70000 5 59905 29999
80000 5 69905 30393
90000 5 79905 39328
100000 5 89905 48002
110000 5 99905 48400
